time,date,ip,log,label
18:55:50,12-04-2026,227.89.106.100,user profile loaded,normal
18:55:51,12-04-2026,41.161.37.196,brief database connection retry success,normal
18:55:52,12-04-2026,174.33.51.59,login from new ip verified,normal
18:55:53,12-04-2026,181.152.105.215,cache hit for request,normal
18:55:54,12-04-2026,45.33.32.156,unauthorized access attempt detected,unauthorized_access
18:55:55,12-04-2026,141.129.55.140,failed login attempt then success,normal
18:55:56,12-04-2026,174.33.51.59,connection established successfully,normal
18:55:57,12-04-2026,249.109.230.120,user profile loaded,normal
18:55:58,12-04-2026,100.66.25.203,data fetched from database,normal
18:55:59,12-04-2026,239.26.69.30,token refreshed successfully,normal
18:56:00,12-04-2026,69.228.217.25,password verified successfully,normal
18:56:01,12-04-2026,120.200.118.120,file read successfully,normal
18:56:02,12-04-2026,141.129.55.140,normal authentication success,normal
18:56:03,12-04-2026,114.215.166.160,normal authentication success,normal
18:56:04,12-04-2026,45.33.32.156,infinite retry loop detected,infinite_retry
18:56:05,12-04-2026,170.230.24.78,user profile loaded,normal
18:56:06,12-04-2026,179.7.109.16,session closed normally,normal
18:56:07,12-04-2026,170.230.24.78,query executed successfully,normal
18:56:08,12-04-2026,141.49.28.195,session started,normal
18:56:09,12-04-2026,21.56.183.3,file read successfully,normal
18:56:10,12-04-2026,30.78.61.199,normal authentication success,normal
18:56:11,12-04-2026,120.200.118.120,login successful,normal
18:56:12,12-04-2026,141.129.55.140,login from new ip verified,normal
18:56:13,12-04-2026,112.90.201.147,password verified successfully,normal
18:56:14,12-04-2026,45.33.32.156,memory overflow critical error,memory_overflow
18:56:15,12-04-2026,249.67.134.62,token refreshed successfully,normal
18:56:16,12-04-2026,41.135.83.82,request processed successfully,normal
18:56:17,12-04-2026,65.207.213.189,request processed successfully,normal
18:56:18,12-04-2026,30.78.61.199,password verified successfully,normal
18:56:19,12-04-2026,174.33.51.59,session started,normal
18:56:20,12-04-2026,41.161.37.196,session reopened after timeout,normal
18:56:21,12-04-2026,97.231.133.160,login from new ip verified,normal
18:56:22,12-04-2026,93.84.113.52,normal authentication success,normal
18:56:23,12-04-2026,136.212.36.238,password verified successfully,normal
18:56:24,12-04-2026,203.0.113.42,infinite retry loop detected,infinite_retry
18:56:25,12-04-2026,65.159.212.65,failed login attempt then success,normal
18:56:26,12-04-2026,114.215.166.160,data fetched from database,normal
18:56:27,12-04-2026,127.249.128.53,normal authentication success,normal
18:56:28,12-04-2026,194.143.19.89,request processed successfully,normal
18:56:29,12-04-2026,127.249.128.53,token refreshed successfully,normal
18:56:30,12-04-2026,33.160.89.236,brief database connection retry success,normal
18:56:31,12-04-2026,97.231.133.160,normal authentication success,normal
18:56:32,12-04-2026,114.215.166.160,request processed successfully,normal
18:56:33,12-04-2026,100.66.25.203,token refreshed successfully,normal
18:56:34,12-04-2026,45.33.32.156,cpu usage spike 98 percent,cpu_spike
18:56:35,12-04-2026,249.67.134.62,session reopened after timeout,normal
18:56:36,12-04-2026,69.228.217.25,api call completed,normal
18:56:37,12-04-2026,243.48.144.10,connection established successfully,normal
18:56:38,12-04-2026,239.26.69.30,api call completed,normal
18:56:39,12-04-2026,249.67.134.62,file read successfully,normal
18:56:40,12-04-2026,227.89.106.100,session reopened after timeout,normal
18:56:41,12-04-2026,33.160.89.236,normal authentication success,normal
18:56:42,12-04-2026,141.129.55.140,failed login attempt then success,normal
18:56:43,12-04-2026,172.145.205.200,cache hit for request,normal
18:56:44,12-04-2026,103.21.244.0,sql injection attempt detected,sql_injection
18:56:45,12-04-2026,67.171.65.231,session closed normally,normal
18:56:46,12-04-2026,239.26.69.30,cache hit for request,normal
18:56:47,12-04-2026,21.56.183.3,login from new ip verified,normal
18:56:48,12-04-2026,174.33.51.59,password verified successfully,normal
18:56:49,12-04-2026,114.215.166.160,session started,normal
18:56:50,12-04-2026,67.171.65.231,token refreshed successfully,normal
18:56:51,12-04-2026,212.148.221.19,data fetched from database,normal
18:56:52,12-04-2026,120.215.10.121,session started,normal
18:56:53,12-04-2026,141.129.55.140,data fetched from database,normal
18:56:54,12-04-2026,45.33.32.156,sql injection attempt detected,sql_injection
18:56:55,12-04-2026,170.230.24.78,data fetched from database,normal
18:56:56,12-04-2026,179.7.109.16,user profile loaded,normal
18:56:57,12-04-2026,30.78.61.199,password verified successfully,normal
18:56:58,12-04-2026,95.209.167.87,connection established successfully,normal
18:56:59,12-04-2026,73.98.124.233,session closed normally,normal
18:57:00,12-04-2026,127.97.168.240,session reopened after timeout,normal
18:57:01,12-04-2026,160.23.112.78,login from new ip verified,normal
18:57:03,12-04-2026,30.78.61.199,session started,normal
18:57:04,12-04-2026,249.109.230.120,query executed successfully,normal
18:57:05,12-04-2026,103.21.244.0,port scanning detected multiple ports,port_scan
18:57:06,12-04-2026,42.143.85.184,query executed successfully,normal
18:57:07,12-04-2026,181.152.105.215,failed login attempt then success,normal
18:57:08,12-04-2026,95.209.167.87,login successful,normal
18:57:09,12-04-2026,127.97.168.240,data fetched from database,normal
18:57:10,12-04-2026,108.84.58.22,query executed successfully,normal
18:57:11,12-04-2026,160.23.112.78,login from new ip verified,normal
18:57:12,12-04-2026,239.26.69.30,session reopened after timeout,normal
18:57:13,12-04-2026,127.249.128.53,session reopened after timeout,normal
18:57:14,12-04-2026,194.143.19.89,query executed successfully,normal
18:57:15,12-04-2026,103.21.244.0,privilege escalation attempt root access,privilege_escalation
18:57:16,12-04-2026,127.249.128.53,query executed successfully,normal
18:57:17,12-04-2026,100.66.25.203,file read successfully,normal
18:57:18,12-04-2026,97.231.133.160,token refreshed successfully,normal
18:57:19,12-04-2026,83.249.18.136,query executed successfully,normal
18:57:20,12-04-2026,131.202.162.179,password verified successfully,normal
18:57:21,12-04-2026,56.6.49.181,query executed successfully,normal
18:57:22,12-04-2026,100.66.25.203,query executed successfully,normal
18:57:23,12-04-2026,42.143.85.184,login from new ip verified,normal
18:57:24,12-04-2026,136.212.36.238,session reopened after timeout,normal
18:57:25,12-04-2026,198.51.100.1,database connection failed repeatedly,db_failure
18:57:26,12-04-2026,69.228.217.25,password verified successfully,normal
18:57:27,12-04-2026,227.89.106.100,password verified successfully,normal
18:57:28,12-04-2026,97.231.133.160,file read successfully,normal
18:57:29,12-04-2026,141.129.55.140,query executed successfully,normal
18:57:30,12-04-2026,60.211.213.144,api call completed,normal
18:57:31,12-04-2026,120.215.10.121,normal authentication success,normal
18:57:32,12-04-2026,41.135.83.82,login from new ip verified,normal
18:57:33,12-04-2026,172.145.205.200,failed login attempt then success,normal
18:57:34,12-04-2026,172.145.205.200,normal authentication success,normal
18:57:35,12-04-2026,192.168.66.66,database connection failed repeatedly,db_failure
18:57:36,12-04-2026,249.67.134.62,data fetched from database,normal
18:57:37,12-04-2026,95.79.198.83,user profile loaded,normal
18:57:38,12-04-2026,30.82.144.131,login successful,normal
18:57:39,12-04-2026,120.200.118.120,failed login attempt then success,normal
18:57:40,12-04-2026,249.109.230.120,login successful,normal
18:57:41,12-04-2026,136.212.36.238,session reopened after timeout,normal
18:57:42,12-04-2026,21.56.183.3,session closed normally,normal
18:57:43,12-04-2026,120.215.10.121,query executed successfully,normal
18:57:44,12-04-2026,170.230.24.78,password verified successfully,normal
18:57:45,12-04-2026,203.0.113.42,privilege escalation attempt root access,privilege_escalation
18:57:46,12-04-2026,127.249.128.53,session closed normally,normal
18:57:47,12-04-2026,65.207.213.189,request processed successfully,normal
18:57:48,12-04-2026,42.143.85.184,normal authentication success,normal
18:57:49,12-04-2026,65.207.213.189,password verified successfully,normal
18:57:50,12-04-2026,131.202.162.179,session closed normally,normal
18:57:51,12-04-2026,72.128.229.156,token refreshed successfully,normal
18:57:52,12-04-2026,89.184.176.184,session reopened after timeout,normal
18:57:53,12-04-2026,141.49.28.195,request processed successfully,normal
18:57:54,12-04-2026,112.90.201.147,data fetched from database,normal
18:57:55,12-04-2026,198.51.100.1,port scanning detected multiple ports,port_scan
18:57:56,12-04-2026,89.204.124.162,api call completed,normal
18:57:57,12-04-2026,89.204.124.162,user logged out,normal
18:57:58,12-04-2026,67.171.65.231,login from new ip verified,normal
18:57:59,12-04-2026,127.97.168.240,session closed normally,normal
18:58:00,12-04-2026,65.159.212.65,failed login attempt then success,normal
18:58:01,12-04-2026,95.209.167.87,request processed successfully,normal
18:58:02,12-04-2026,170.230.24.78,file read successfully,normal
18:58:03,12-04-2026,41.135.83.82,api call completed,normal
18:58:04,12-04-2026,41.161.37.196,request processed successfully,normal
18:58:05,12-04-2026,198.51.100.1,database connection failed repeatedly,db_failure
18:58:06,12-04-2026,127.249.128.53,request processed successfully,normal
18:58:07,12-04-2026,170.230.24.78,connection established successfully,normal
18:58:08,12-04-2026,97.231.133.160,password verified successfully,normal
18:58:09,12-04-2026,179.7.109.16,query executed successfully,normal
18:58:10,12-04-2026,179.7.109.16,failed login attempt then success,normal
18:58:11,12-04-2026,120.200.118.120,normal authentication success,normal
18:58:12,12-04-2026,227.89.106.100,cache hit for request,normal
18:58:13,12-04-2026,89.204.124.162,request processed successfully,normal
18:58:14,12-04-2026,41.161.37.196,request processed successfully,normal
18:58:15,12-04-2026,198.51.100.1,failed login attempt,brute_force
18:58:16,12-04-2026,236.203.182.178,query executed successfully,normal
18:58:17,12-04-2026,65.159.212.65,file read successfully,normal
18:58:18,12-04-2026,179.7.109.16,data fetched from database,normal
18:58:19,12-04-2026,93.84.113.52,file read successfully,normal
18:58:20,12-04-2026,89.204.124.162,connection established successfully,normal
18:58:21,12-04-2026,141.49.28.195,login successful,normal
18:58:22,12-04-2026,194.143.19.89,session started,normal
18:58:23,12-04-2026,60.211.213.144,brief database connection retry success,normal
18:58:24,12-04-2026,30.78.61.199,normal authentication success,normal
18:58:25,12-04-2026,198.51.100.1,sql injection attempt detected,sql_injection
18:58:26,12-04-2026,65.159.212.65,login successful,normal
18:58:27,12-04-2026,141.129.55.140,normal authentication success,normal
18:58:28,12-04-2026,194.143.19.89,request processed successfully,normal
18:58:29,12-04-2026,95.209.167.87,api call completed,normal
18:58:30,12-04-2026,120.215.10.121,login from new ip verified,normal
18:58:31,12-04-2026,227.89.106.100,brief database connection retry success,normal
18:58:32,12-04-2026,41.135.83.82,session reopened after timeout,normal
18:58:33,12-04-2026,194.143.19.89,api call completed,normal
18:58:34,12-04-2026,97.231.133.160,request processed successfully,normal
18:58:35,12-04-2026,198.51.100.1,multiple session spam from single ip,session_spam
18:58:36,12-04-2026,141.49.28.195,user profile loaded,normal
18:58:37,12-04-2026,100.66.25.203,session reopened after timeout,normal
18:58:38,12-04-2026,236.203.182.178,brief database connection retry success,normal
18:58:39,12-04-2026,236.203.182.178,normal authentication success,normal
18:58:40,12-04-2026,97.231.133.160,api call completed,normal
18:58:41,12-04-2026,243.48.144.10,token refreshed successfully,normal
18:58:42,12-04-2026,30.82.144.131,token refreshed successfully,normal
18:58:43,12-04-2026,180.30.184.224,session started,normal
18:58:44,12-04-2026,41.161.37.196,brief database connection retry success,normal
18:58:45,12-04-2026,192.168.66.66,failed login attempt,brute_force
18:58:46,12-04-2026,227.89.106.100,cache hit for request,normal
18:58:47,12-04-2026,141.49.28.195,session reopened after timeout,normal
18:58:48,12-04-2026,249.109.230.120,data fetched from database,normal
18:58:49,12-04-2026,112.90.201.147,token refreshed successfully,normal
18:58:50,12-04-2026,136.212.36.238,request processed successfully,normal
18:58:51,12-04-2026,30.78.61.199,user profile loaded,normal
18:58:52,12-04-2026,56.6.49.181,login from new ip verified,normal
18:58:53,12-04-2026,21.56.183.3,login from new ip verified,normal
18:58:54,12-04-2026,120.215.10.121,session started,normal
18:58:55,12-04-2026,203.0.113.42,failed login attempt,brute_force
18:58:56,12-04-2026,160.23.112.78,file read successfully,normal
18:58:57,12-04-2026,127.249.128.53,session reopened after timeout,normal
18:58:58,12-04-2026,227.89.106.100,api call completed,normal
18:58:59,12-04-2026,41.135.83.82,data fetched from database,normal
18:59:00,12-04-2026,180.30.184.224,session closed normally,normal
18:59:01,12-04-2026,30.82.144.131,brief database connection retry success,normal
18:59:02,12-04-2026,194.143.19.89,user logged out,normal
18:59:03,12-04-2026,136.212.36.238,normal authentication success,normal
18:59:04,12-04-2026,30.78.61.199,token refreshed successfully,normal
18:59:05,12-04-2026,198.51.100.1,failed login attempt,brute_force
18:59:06,12-04-2026,180.30.184.224,user logged out,normal
18:59:07,12-04-2026,112.90.201.147,user logged out,normal
18:59:08,12-04-2026,41.135.83.82,normal authentication success,normal
18:59:09,12-04-2026,112.90.201.147,cache hit for request,normal
18:59:10,12-04-2026,60.211.213.144,session closed normally,normal
18:59:11,12-04-2026,127.249.128.53,api call completed,normal
18:59:12,12-04-2026,172.145.205.200,normal authentication success,normal
18:59:13,12-04-2026,89.184.176.184,normal authentication success,normal
18:59:14,12-04-2026,95.209.167.87,user profile loaded,normal
18:59:15,12-04-2026,198.51.100.1,memory overflow critical error,memory_overflow
18:59:16,12-04-2026,114.215.166.160,session started,normal
18:59:17,12-04-2026,60.211.213.144,user profile loaded,normal
18:59:18,12-04-2026,127.249.128.53,token refreshed successfully,normal
